epoch,epoch_loss,split,loss,acc,sample_fn
0,1.2904528,train,1.1715413,0.42040947694096636,gumbel_soft
0,1.2904528,val,1.1834302,0.4102993121398029,gumbel_soft
0,1.2904528,test,1.1805359,0.41936292952094306,gumbel_soft
1,1.1351292,train,1.0552953,0.5316244108058722,gumbel_soft
1,1.1351292,val,1.0610001,0.5347648261758691,gumbel_soft
1,1.1351292,test,1.045509,0.5497868071231502,gumbel_soft
2,0.7667468,train,0.40165964,0.8729520961813991,gumbel_soft
2,0.7667468,val,0.4263989,0.8677263431864659,gumbel_soft
2,0.7667468,test,0.3719638,0.90811805033024,gumbel_soft
3,0.22393407,train,0.15645146,0.9417554351211611,gumbel_soft
3,0.22393407,val,0.18556145,0.9262874140174754,gumbel_soft
3,0.22393407,test,0.15917425,0.9477468439093721,gumbel_soft
4,0.10432581,train,0.08035912,0.9707842770821653,gumbel_soft
4,0.10432581,val,0.08661664,0.9651422197434467,gumbel_soft
4,0.10432581,test,0.09020415,0.9700693921912884,gumbel_soft
5,0.07325915,train,0.062724866,0.9867937457173114,gumbel_soft
5,0.07325915,val,0.06710737,0.9871723368655884,gumbel_soft
5,0.07325915,test,0.07043047,0.9896329738316194,gumbel_soft
6,0.06054035,train,0.04976588,0.9861604269191636,gumbel_soft
6,0.06054035,val,0.054048594,0.986242796058747,gumbel_soft
6,0.06054035,test,0.05684969,0.9834462001504891,gumbel_soft
7,0.04599553,train,0.04009412,0.9927843186112668,gumbel_soft
7,0.04599553,val,0.04358491,0.9946086633203197,gumbel_soft
7,0.04599553,test,0.050378967,0.9917231000752446,gumbel_soft
8,0.04167581,train,0.03684347,0.9940405739321829,gumbel_soft
8,0.04167581,val,0.037911285,0.9944227551589515,gumbel_soft
8,0.04167581,test,0.040239073,0.9908870495777945,gumbel_soft
9,0.1185903,train,0.057206996,0.9932619032787225,gumbel_soft
9,0.1185903,val,0.060697377,0.9941438929168991,gumbel_soft
9,0.1185903,test,0.056370918,0.9933115960203996,gumbel_soft
10,0.060967136,train,0.03666317,0.9938121638738346,gumbel_soft
10,0.060967136,val,0.040190812,0.9942368469975832,gumbel_soft
10,0.060967136,test,0.042142745,0.9929771758214196,gumbel_soft
11,0.030802172,train,0.02658896,0.9956705911667602,gumbel_soft
11,0.030802172,val,0.026283601,0.9973972857408441,gumbel_soft
11,0.030802172,test,0.031045485,0.9945656717665747,gumbel_soft
12,0.024900196,train,0.02525243,0.9956186797898627,gumbel_soft
12,0.024900196,val,0.028638605,0.9964677449340026,gumbel_soft
12,0.024900196,test,0.030483402,0.9939804364183596,gumbel_soft
13,0.025520895,train,0.024969999,0.9953798874561349,gumbel_soft
13,0.025520895,val,0.030280096,0.9957241122885294,gumbel_soft
13,0.025520895,test,0.024248194,0.9953181172142798,gumbel_soft
14,0.02294304,train,0.021789268,0.9959716771527648,gumbel_soft
14,0.02294304,val,0.02754801,0.9957241122885294,gumbel_soft
14,0.02294304,test,0.033707626,0.9924755455229496,gumbel_soft
15,0.021684868,train,0.024871074,0.995161859673166,gumbel_soft
15,0.021684868,val,0.035672385,0.9953522959657929,gumbel_soft
15,0.021684868,test,0.03004748,0.9922247303737146,gumbel_soft
16,0.020316916,train,0.020985048,0.9954733279345501,gumbel_soft
16,0.020316916,val,0.01920945,0.9974902398215282,gumbel_soft
16,0.020316916,test,0.02638734,0.9946492768163198,gumbel_soft
17,0.019020611,train,0.018702958,0.996044353080421,gumbel_soft
17,0.019020611,val,0.021047413,0.9973043316601599,gumbel_soft
17,0.019020611,test,0.020999806,0.9970738232589248,gumbel_soft
18,0.01842272,train,0.015361411,0.9963662036171848,gumbel_soft
18,0.01842272,val,0.018324915,0.9965606990146867,gumbel_soft
18,0.01842272,test,0.02197363,0.9958197475127498,gumbel_soft
19,0.014935571,train,0.014554067,0.997009904690712,gumbel_soft
19,0.014935571,val,0.01567144,0.9968395612567392,gumbel_soft
19,0.014935571,test,0.018094681,0.9948164869158097,gumbel_soft
20,0.018907651,train,0.016570184,0.997560165285824,gumbel_soft
20,0.018907651,val,0.021608863,0.9965606990146867,gumbel_soft
20,0.018907651,test,0.027396206,0.9954853273137697,gumbel_soft
21,0.014982411,train,0.015220825,0.995359122905376,gumbel_soft
21,0.014982411,val,0.011301056,0.9961888826919502,gumbel_soft
21,0.014982411,test,0.030532982,0.9922247303737146,gumbel_soft
22,0.012484357,train,0.011506103,0.9974874893581678,gumbel_soft
22,0.012484357,val,0.019422503,0.9965606990146867,gumbel_soft
22,0.012484357,test,0.020445088,0.9945656717665747,gumbel_soft
23,0.012811968,train,0.013212073,0.9979858385763823,gumbel_soft
23,0.012811968,val,0.013760068,0.9992563673545268,gumbel_soft
23,0.012811968,test,0.020577652,0.9955689323635147,gumbel_soft
24,0.0116005475,train,0.014570328,0.9958263252974522,gumbel_soft
24,0.0116005475,val,0.012857962,0.9961888826919502,gumbel_soft
24,0.0116005475,test,0.022276219,0.9923919404732046,gumbel_soft
25,0.009826619,train,0.0075342795,0.9988060383313607,gumbel_soft
25,0.009826619,val,0.011435008,0.9978620561442647,gumbel_soft
25,0.009826619,test,0.012156203,0.9979098737563749,gumbel_soft
26,0.008821496,train,0.008779819,0.998110425880936,gumbel_soft
26,0.008821496,val,0.011242559,0.9979550102249489,gumbel_soft
26,0.008821496,test,0.013305556,0.9984951091045899,gumbel_soft
27,0.010226422,train,0.007911011,0.9991486534188833,gumbel_soft
27,0.010226422,val,0.011319934,0.998698642870422,gumbel_soft
27,0.010226422,test,0.011202757,0.9982442939553549,gumbel_soft
28,0.00655068,train,0.006804806,0.9989617724620528,gumbel_soft
28,0.00655068,val,0.008717464,0.9989775051124744,gumbel_soft
28,0.00655068,test,0.0076956954,0.9988295293035699,gumbel_soft
29,0.117114335,train,0.04540546,0.9898253701281173,gumbel_soft
29,0.117114335,val,0.047381215,0.9899609592861126,gumbel_soft
29,0.117114335,test,0.06276074,0.9876264526377393,gumbel_soft
30,0.12166698,train,0.00972855,0.9977262816918956,gumbel_soft
30,0.12166698,val,0.18893826,0.9709053727458635,gumbel_soft
30,0.12166698,test,0.010936801,0.9974082434579049,gumbel_soft
31,0.025557086,train,0.007790961,0.9985360991714944,gumbel_soft
31,0.025557086,val,0.008209942,0.9985127347090538,gumbel_soft
31,0.025557086,test,0.011464449,0.9978262687066298,gumbel_soft
32,0.008720066,train,0.0066305627,0.9986606864760481,gumbel_soft
32,0.008720066,val,0.0063167643,0.9983268265476855,gumbel_soft
32,0.008720066,test,0.008528965,0.9986623192040799,gumbel_soft
33,0.006688499,train,0.0075984173,0.9993874457526112,gumbel_soft
33,0.006688499,val,0.009458298,0.9994422755158952,gumbel_soft
33,0.006688499,test,0.010458631,0.9983278990050999,gumbel_soft
34,0.0067171976,train,0.0067891004,0.9990655952158475,gumbel_soft
34,0.0067171976,val,0.009314861,0.9973043316601599,gumbel_soft
34,0.0067171976,test,0.0072338837,0.99933115960204,gumbel_soft
35,0.005912958,train,0.005651608,0.9990863597666064,gumbel_soft
35,0.005912958,val,0.008692816,0.999349321435211,gumbel_soft
